path,1.0.0.RELEASE,1.0.1.RELEASE,1.0.2.RELEASE,1.1.0.RELEASE,1.1.1.RELEASE,1.1.10.RELEASE,1.1.2.RELEASE,1.1.3.RELEASE,1.1.4.RELEASE,1.1.5.RELEASE,1.1.6.RELEASE,1.1.7.RELEASE,1.1.8.RELEASE,1.1.9.RELEASE,1.2.1.RELEASE,1.2.2.RELEASE,1.2.3.RELEASE,1.2.4.RELEASE,1.2.5.RELEASE,1.2.6.RELEASE,1.2.7.RELEASE,1.2.8.RELEASE,1.3.0.RELEASE,1.3.1.RELEASE,1.3.2.RELEASE,1.3.3.RELEASE,1.3.4.RELEASE,1.3.5.RELEASE,1.3.6.RELEASE,1.3.7.RELEASE,1.4.0.RELEASE,1.4.1.RELEASE,1.4.2.RELEASE,1.4.3.RELEASE,1.4.4.RELEASE,1.5.0.RELEASE,1.5.1.RELEASE,1.5.10.RELEASE,1.5.2.RELEASE,1.5.3.RELEASE,1.5.4.RELEASE,1.5.5.RELEASE,1.5.6.RELEASE,1.5.7.RELEASE,1.5.8.RELEASE,1.5.9.RELEASE,2.0.0.RELEASE,2.0.1.RELEASE,2.0.2.RELEASE,2.0.3.RELEASE,2.0.4.RELEASE,2.0.5.RELEASE,,type,version,delay
gs-scheduling-tasks/initial/pom.xml,0,0,0,0,0,0,0,0,0,1,1,3,0,0,41,1,0,5,0,4,0,,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,1,0,0,,0,0,1,0,2,0,0,0,4,,5,,General,1.0.0.RELEASE,0
gs-scheduling-tasks/complete/pom.xml,0,0,0,0,0,0,0,0,0,1,1,3,0,0,41,1,0,5,0,4,0,,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,1,0,0,,0,0,1,0,2,0,0,0,4,,5,,General,1.0.1.RELEASE,0
gs-relational-data-access/initial/pom.xml,0,0,0,0,0,0,0,0,0,1,1,3,0,0,41,1,0,5,0,4,0,,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,1,0,0,,0,0,1,0,2,0,0,0,4,,5,,General,1.0.2.RELEASE,0
gs-relational-data-access/complete/pom.xml,0,0,0,0,0,0,0,0,0,1,1,3,0,0,41,1,0,5,0,4,0,,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,1,0,0,,0,0,1,0,2,0,0,0,4,,5,,General,1.1.0.RELEASE,0
gs-consuming-rest/initial/pom.xml,0,0,0,0,0,0,0,0,0,1,1,3,0,0,41,1,0,5,0,4,0,,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,1,0,0,,0,0,1,0,2,0,0,0,4,,5,,General,1.1.1.RELEASE,0
gs-consuming-rest/complete/pom.xml,0,0,0,0,0,0,0,0,0,1,1,3,0,0,41,1,0,5,0,4,0,,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,1,0,0,,0,0,1,0,2,0,0,0,4,,5,,General,1.1.2.RELEASE,0
gs-spring-boot-for-azure/initial/pom.xml,0,0,0,0,0,0,0,0,0,1,1,3,0,0,41,1,0,5,0,4,0,,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,1,0,0,,0,0,1,0,2,0,0,0,4,,5,,General,1.1.3.RELEASE,0
gs-spring-boot-for-azure/complete/pom.xml,0,0,0,0,0,0,0,0,0,1,1,3,0,0,41,1,0,5,0,4,0,,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,1,0,0,,0,0,1,0,2,0,0,0,4,,5,,General,1.1.4.RELEASE,0
gs-securing-web/initial/pom.xml,0,0,0,0,0,0,0,0,0,1,1,3,0,0,41,1,0,5,0,4,0,,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,1,0,0,,0,0,1,0,2,4,0,0,4,,5,,General,1.1.5.RELEASE,1
gs-securing-web/complete/pom.xml,0,0,0,0,0,0,0,0,0,1,1,3,0,0,41,1,0,5,0,4,0,,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,1,0,0,,0,0,1,0,2,4,0,0,4,,5,,General,1.1.6.RELEASE,1
gs-spring-boot/initial/pom.xml,0,0,0,0,0,0,0,0,0,1,1,3,0,0,41,1,0,5,0,4,0,,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,1,0,0,,0,0,1,0,2,0,0,0,4,,5,,General,1.1.7.RELEASE,3
gs-spring-boot/complete/pom.xml,0,0,0,0,0,0,0,0,0,1,1,3,0,0,41,1,0,5,0,4,0,,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,1,0,0,,0,0,1,0,2,0,0,0,4,,5,,General,1.1.8.RELEASE,0
gs-gateway/initial/pom.xml,0,0,0,0,0,0,0,0,0,1,1,3,0,0,41,1,0,5,0,4,0,,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,1,0,0,,0,0,1,0,2,0,19,0,4,,5,,General,1.1.9.RELEASE,0
gs-gateway/complete/pom.xml,0,0,0,0,0,0,0,0,0,1,1,3,0,0,41,1,0,5,0,4,0,,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,1,0,0,,0,0,1,0,2,0,19,0,4,,5,,General,1.1.10.RELEASE,0
gs-service-registration-and-discovery/initial/eureka-service/pom.xml,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,5,2,0,1,5,0,7,1,0,,,,,,,2,4,0,0,4,,5,,General,1.2.1.RELEASE,41
gs-service-registration-and-discovery/initial/eureka-client/pom.xml,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,5,2,0,1,5,0,7,1,0,,,,,,,2,4,0,0,4,,5,,General,1.2.2.RELEASE,1
gs-service-registration-and-discovery/initial/pom.xml,0,0,0,0,0,0,0,0,0,1,1,3,0,0,41,1,0,5,0,4,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,General,1.2.3.RELEASE,0
gs-service-registration-and-discovery/complete/eureka-service/pom.xml,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,5,2,0,1,5,0,7,1,0,,,,,,,2,4,0,0,4,,5,,General,1.2.4.RELEASE,5
gs-service-registration-and-discovery/complete/eureka-client/pom.xml,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,5,2,0,1,5,0,7,1,0,,,,,,,2,4,0,0,4,,5,,General,1.2.5.RELEASE,0
gs-service-registration-and-discovery/complete/pom.xml,0,0,0,0,0,0,0,0,0,1,1,3,0,0,41,1,0,5,0,4,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,General,1.2.6.RELEASE,4
gs-circuit-breaker/initial/bookstore/pom.xml,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,33,2,0,1,5,0,7,1,0,,,,,,,2,5,0,0,4,,5,,General,1.2.7.RELEASE,0
gs-circuit-breaker/initial/reading/pom.xml,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,33,2,0,1,5,0,7,1,0,,,,,,,2,5,0,0,4,,5,,General,1.2.8.RELEASE,29
gs-circuit-breaker/initial/pom.xml,0,0,0,0,0,0,0,0,0,1,1,3,0,0,41,1,0,5,0,4,0,,0,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,General,1.3.0.RELEASE,0
gs-circuit-breaker/complete/bookstore/pom.xml,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,33,2,0,1,5,0,7,1,0,,,,,,,2,5,0,0,4,,5,,General,1.3.1.RELEASE,0
gs-circuit-breaker/complete/reading/pom.xml,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,33,2,0,1,5,0,7,1,0,,,,,,,2,5,0,0,4,,5,,General,1.3.2.RELEASE,1
gs-circuit-breaker/complete/pom.xml,0,0,0,0,0,0,0,0,0,1,1,3,0,0,41,1,0,5,0,4,0,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,General,1.3.3.RELEASE,0
gs-messaging-rabbitmq/initial/pom.xml,0,0,0,0,0,0,0,0,0,1,1,3,0,0,41,1,0,5,0,4,0,,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,1,0,0,,0,0,1,0,2,0,0,0,4,,5,,General,1.3.4.RELEASE,0
gs-messaging-rabbitmq/complete/pom.xml,0,0,0,0,0,0,0,0,0,1,1,3,0,0,41,1,0,5,0,4,0,,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,1,0,0,,0,0,1,0,2,0,0,0,4,,5,,General,1.3.5.RELEASE,0
gs-batch-processing/initial/pom.xml,0,0,0,0,0,0,0,0,0,1,1,3,0,0,41,1,0,5,0,4,0,,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,1,0,0,,0,0,1,0,2,0,0,0,4,,5,,General,1.3.6.RELEASE,1
gs-batch-processing/complete/pom.xml,0,0,0,0,0,0,0,0,0,1,1,3,0,0,41,1,0,5,0,4,0,,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,1,0,0,,0,0,1,0,2,0,0,0,4,,5,,General,1.3.7.RELEASE,0
gs-messaging-stomp-websocket/initial/pom.xml,0,0,0,0,0,0,0,0,0,1,1,3,0,0,41,1,0,5,0,4,0,,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,1,0,0,,0,0,1,0,2,4,0,0,4,,5,,General,1.4.0.RELEASE,1
gs-messaging-stomp-websocket/complete/pom.xml,0,0,0,0,0,0,0,0,0,1,1,3,0,0,41,1,0,5,0,4,0,,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,1,0,0,,0,0,1,0,2,4,0,0,4,,5,,General,1.4.1.RELEASE,2
gs-contract-rest/initial/contract-rest-client/pom.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,10,4,0,0,4,,5,,General,1.4.2.RELEASE,0
gs-contract-rest/initial/contract-rest-service/pom.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,10,4,0,0,4,,5,,General,1.4.3.RELEASE,1
gs-contract-rest/initial/pom.xml,0,0,0,0,0,0,0,0,0,1,1,3,0,0,41,1,0,5,0,4,0,,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,,0,0,,0,0,1,0,2,,,,,,,,General,1.4.4.RELEASE,0
gs-contract-rest/complete/contract-rest-client/pom.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,4,0,0,4,,5,,General,1.5.0.RELEASE,0
gs-contract-rest/complete/contract-rest-service/pom.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,10,4,0,0,4,,5,,General,1.5.1.RELEASE,0
gs-contract-rest/complete/pom.xml,0,0,0,0,0,0,0,0,0,1,1,3,0,0,41,1,0,5,0,4,0,,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,,0,0,,0,0,1,0,2,,,,,,,,General,1.5.10.RELEASE,1
gs-serving-web-content/initial/pom.xml,0,0,0,0,0,0,0,0,0,1,1,3,0,0,41,1,0,5,0,4,0,,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,1,0,0,,0,0,1,0,2,4,0,0,4,,5,,General,1.5.2.RELEASE,0
gs-serving-web-content/complete/pom.xml,0,0,0,0,0,0,0,0,0,1,1,3,0,0,41,1,0,5,0,4,0,,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,1,0,0,,0,0,1,0,2,4,0,0,4,,5,,General,1.5.3.RELEASE,0
gs-accessing-mongodb-data-rest/initial/pom.xml,0,0,0,0,0,0,0,0,0,1,1,3,0,0,41,1,0,5,0,4,0,,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,1,0,0,,0,0,1,0,2,0,0,0,4,,5,,General,1.5.4.RELEASE,40
gs-accessing-mongodb-data-rest/complete/pom.xml,0,0,0,0,0,0,0,0,0,1,1,3,0,0,41,1,0,5,0,4,0,,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,1,0,0,,0,0,1,0,2,0,0,0,4,,5,,General,1.5.5.RELEASE,0
gs-multi-module/initial/application/pom.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,0,0,0,1,0,0,,0,0,1,0,2,0,0,0,4,,,,General,1.5.6.RELEASE,0
gs-multi-module/initial/library/pom.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,0,0,0,1,0,0,,0,0,1,0,2,0,0,0,4,,,,General,1.5.7.RELEASE,1
gs-multi-module/complete/application/pom.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,0,0,0,1,0,0,,0,0,1,0,2,0,0,0,4,,,,General,1.5.8.RELEASE,0
gs-multi-module/complete/library/pom.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,0,0,0,1,0,0,,0,0,1,0,2,0,0,0,4,,,,General,1.5.9.RELEASE,2
gs-accessing-data-gemfire/initial/pom.xml,2,0,0,0,0,0,0,0,0,1,1,3,0,0,41,1,0,5,0,4,0,,0,0,1,0,0,0,1,0,5,2,0,1,0,0,0,1,0,0,,0,0,1,0,2,0,0,0,4,,5,,General,2.0.0.RELEASE,0
gs-accessing-data-gemfire/complete/pom.xml,2,0,0,0,0,0,0,0,0,1,1,3,0,0,41,1,0,5,0,4,0,,0,0,1,0,0,0,1,0,5,2,0,1,0,0,0,1,0,0,,0,0,1,0,2,0,0,0,4,,5,,General,2.0.1.RELEASE,0
gs-accessing-neo4j-data-rest/initial/pom.xml,0,0,0,0,0,0,0,0,0,1,1,3,0,0,41,1,0,5,0,4,0,,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,1,0,0,,0,0,1,0,2,0,0,0,4,,5,,General,2.0.2.RELEASE,0
gs-accessing-neo4j-data-rest/complete/pom.xml,0,0,0,0,0,0,0,0,0,1,1,3,0,0,41,1,0,5,0,4,0,,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,1,0,0,,0,0,1,0,2,0,0,0,4,,5,,General,2.0.3.RELEASE,4
gs-caching/initial/pom.xml,0,0,0,0,0,0,0,0,0,1,1,3,0,0,41,1,0,5,0,4,0,,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,1,0,0,,0,0,1,0,2,0,0,0,4,,5,,General,2.0.4.RELEASE,5
gs-caching/complete/pom.xml,0,0,0,0,0,0,0,0,0,1,1,3,0,0,41,1,0,5,0,4,0,,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,1,0,0,,0,0,1,0,2,0,0,0,4,,5,,General,2.0.5.RELEASE,5
gs-uploading-files/initial/pom.xml,0,0,0,0,0,0,0,0,0,1,1,3,0,0,41,1,0,5,0,4,0,,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,1,0,0,,0,0,1,0,2,4,0,0,4,,5,,ByYear,2014,0.35
gs-uploading-files/complete/pom.xml,0,0,0,0,0,0,0,0,0,1,1,3,0,0,41,1,0,5,0,4,0,,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,1,0,0,,0,0,1,0,2,4,0,0,4,,5,,ByYear,2015,8
gs-messaging-redis/initial/pom.xml,0,0,0,0,0,0,0,0,0,1,1,3,0,0,41,1,0,5,0,4,0,,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,1,0,0,,0,0,1,0,2,0,0,0,4,,5,,ByYear,2016,0.6
gs-messaging-redis/complete/pom.xml,0,0,0,0,0,0,0,0,0,1,1,3,0,0,41,1,0,5,0,4,0,,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,1,0,0,,0,0,1,0,2,0,0,0,4,,5,,ByYear,2017,3.6
gs-messaging-jms/initial/pom.xml,0,0,0,0,0,0,0,0,0,1,1,3,0,0,41,1,0,5,0,4,0,,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,1,0,0,,0,0,1,0,2,0,0,0,4,,5,,ByYear,2018,2.3
gs-messaging-jms/complete/pom.xml,0,0,0,0,0,0,0,0,0,1,1,3,0,0,41,1,0,5,0,4,0,,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,1,0,0,,0,0,1,0,2,0,0,0,4,,5,,,,
gs-reactive-rest-service/initial/pom.xml,0,0,0,0,0,0,0,0,0,1,1,3,0,0,41,1,0,5,0,4,0,,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,,0,0,,0,0,,,,0,0,0,4,,5,,,,
gs-reactive-rest-service/complete/pom.xml,0,0,0,0,0,0,0,0,0,1,1,3,0,0,41,1,0,5,0,4,0,,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,,0,0,,0,0,,,,0,0,0,4,,5,,,,
