path,groupId,artifactId,version
./repositorios/gs-crud-with-vaadin/complete/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-crud-with-vaadin/initial/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-consuming-web-service/complete/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-consuming-web-service/initial/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-managing-transactions/complete/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-managing-transactions/initial/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-messaging-redis/complete/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-messaging-redis/initial/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-securing-web/complete/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-securing-web/initial/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-rest-service-cors/complete/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-rest-service-cors/initial/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-service-registration-and-discovery/complete/pom.xml,,,
./repositorios/gs-service-registration-and-discovery/complete/eureka-client/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-service-registration-and-discovery/complete/eureka-service/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-service-registration-and-discovery/initial/pom.xml,,,
./repositorios/gs-service-registration-and-discovery/initial/eureka-client/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-service-registration-and-discovery/initial/eureka-service/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-accessing-data-mongodb/complete/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-accessing-data-mongodb/initial/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-accessing-mongodb-data-rest/complete/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-accessing-mongodb-data-rest/initial/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-spring-boot-docker/complete/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-spring-boot-docker/initial/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-accessing-data-mysql/complete/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-accessing-data-mysql/initial/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-circuit-breaker/complete/pom.xml,,,
./repositorios/gs-circuit-breaker/complete/reading/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-circuit-breaker/complete/bookstore/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-circuit-breaker/initial/pom.xml,,,
./repositorios/gs-circuit-breaker/initial/reading/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-circuit-breaker/initial/bookstore/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-vault-config/complete/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-vault-config/initial/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-serving-web-content/complete/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-serving-web-content/initial/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-multi-module/complete/pom.xml,,,
./repositorios/gs-multi-module/complete/library/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-multi-module/complete/application/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-multi-module/initial/pom.xml,,,
./repositorios/gs-multi-module/initial/library/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-multi-module/initial/application/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-messaging-rabbitmq/complete/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-messaging-rabbitmq/initial/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-validating-form-input/complete/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-validating-form-input/initial/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-async-method/complete/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-async-method/initial/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-testing-restdocs/complete/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-testing-restdocs/initial/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-messaging-gcp-pubsub/complete/pom.xml,,,
./repositorios/gs-messaging-gcp-pubsub/initial/pom.xml,,,
./repositorios/gs-integration/complete/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-integration/initial/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-accessing-data-gemfire/complete/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-accessing-data-gemfire/initial/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-accessing-data-rest/complete/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-accessing-data-rest/initial/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-uploading-files/complete/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-uploading-files/initial/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/tut-spring-boot-oauth2/pom.xml,,,
./repositorios/tut-spring-boot-oauth2/click/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.1.RELEASE
./repositorios/tut-spring-boot-oauth2/simple/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.1.RELEASE
./repositorios/tut-spring-boot-oauth2/manual/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.1.RELEASE
./repositorios/tut-spring-boot-oauth2/custom-error/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.1.RELEASE
./repositorios/tut-spring-boot-oauth2/auth-server/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.1.RELEASE
./repositorios/tut-spring-boot-oauth2/github/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.1.RELEASE
./repositorios/tut-spring-boot-oauth2/logout/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.1.RELEASE
./repositorios/gs-producing-web-service/complete/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-producing-web-service/initial/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-actuator-service/complete/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-actuator-service/initial/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-messaging-jms/complete/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-messaging-jms/initial/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-messaging-stomp-websocket/complete/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-messaging-stomp-websocket/initial/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-client-side-load-balancing/complete/pom.xml,,,
./repositorios/gs-client-side-load-balancing/complete/say-hello/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-client-side-load-balancing/complete/user/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-client-side-load-balancing/initial/pom.xml,,,
./repositorios/gs-client-side-load-balancing/initial/say-hello/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-client-side-load-balancing/initial/user/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-rest-hateoas/complete/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-rest-hateoas/initial/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-scheduling-tasks/complete/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-scheduling-tasks/initial/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-batch-processing/complete/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-batch-processing/initial/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-consuming-rest/complete/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-consuming-rest/initial/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-accessing-gemfire-data-rest/complete/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-accessing-gemfire-data-rest/initial/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-spring-boot/complete/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-spring-boot/initial/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-accessing-data-neo4j/complete/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-accessing-data-neo4j/initial/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-caching-gemfire/complete/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-caching-gemfire/initial/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-centralized-configuration/complete/pom.xml,,,
./repositorios/gs-centralized-configuration/complete/configuration-client/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-centralized-configuration/complete/configuration-service/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-centralized-configuration/initial/pom.xml,,,
./repositorios/gs-centralized-configuration/initial/configuration-client/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-centralized-configuration/initial/configuration-service/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-rest-service/complete/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-rest-service/initial/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-spring-boot-for-azure/complete/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-spring-boot-for-azure/initial/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-testing-web/complete/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-testing-web/initial/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-relational-data-access/complete/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-relational-data-access/initial/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-gateway/complete/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-gateway/initial/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-authenticating-ldap/complete/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-authenticating-ldap/initial/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-accessing-data-jpa/complete/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-accessing-data-jpa/initial/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-accessing-vault/complete/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-accessing-vault/initial/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-accessing-neo4j-data-rest/complete/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-accessing-neo4j-data-rest/initial/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-reactive-rest-service/complete/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-reactive-rest-service/initial/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/quoters/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.2.RELEASE
./repositorios/gs-caching/complete/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-caching/initial/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-handling-form-submission/complete/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-handling-form-submission/initial/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-contract-rest/complete/pom.xml,,,
./repositorios/gs-contract-rest/complete/contract-rest-service/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-contract-rest/complete/contract-rest-client/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-contract-rest/initial/pom.xml,,,
./repositorios/gs-contract-rest/initial/contract-rest-service/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-contract-rest/initial/contract-rest-client/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/gs-maven/complete/pom.xml,,,
./repositorios/gs-maven/initial/pom.xml,,,
./repositorios/tut-rest/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/tut-rest/rest/pom.xml,org.springframework.guides,tut-rest,0.0.1-SNAPSHOT
./repositorios/tut-rest/links/pom.xml,org.springframework.guides,tut-rest,0.0.1-SNAPSHOT
./repositorios/tut-rest/nonrest/pom.xml,org.springframework.guides,tut-rest,0.0.1-SNAPSHOT
./repositorios/tut-rest/evolution/pom.xml,org.springframework.guides,tut-rest,0.0.1-SNAPSHOT
./repositorios/getting-started-guides/complete/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
./repositorios/getting-started-guides/initial/pom.xml,org.springframework.boot,spring-boot-starter-parent,2.0.5.RELEASE
