framework ,samples ,framework contributors ,sample contributors ,common contributors ,common/framework ,common/sample
android, android-AutofillFramework ,3261,28,0,0,0
android, android-play-location ,3261,80,1,"0,000306654400491","0,0125"
android, google-services ,3261,630,5,"0,001533272002453","0,007936507936508"
android, easypermissions ,3261,175,0,0,0
android, android-testing ,3261,225,5,"0,001533272002453","0,022222222222222"
android, android-Camera2Basic ,3261,30,2,"0,000613308800981","0,066666666666667"
android, android-credentials ,3261,25,0,0,0
android, android-EmojiCompat ,3261,5,0,0,0
android, android-instant-apps ,3261,36,7,"0,002146580803435","0,194444444444444"
android, android-nearby ,3261,39,3,"0,000919963201472","0,076923076923077"
android, android-AppUsageStatistics ,3261,21,0,0,0
android, android-custom-lint-rules ,3261,16,1,"0,000306654400491","0,0625"
android, android-play-billing ,3261,69,8,"0,002453235203925","0,115942028985507"
android, android-vision ,3261,76,0,0,0
android, android-ads ,3261,38,1,"0,000306654400491","0,026315789473684"
android, android-SpeedTracker ,3261,32,1,"0,000306654400491","0,03125"
android, android-BluetoothLeGatt ,3261,25,0,0,0
android, android-Camera2Raw ,3261,17,0,0,0
android, android-WifiRttScan ,3261,1,0,0,0
android, android-ActionBarCompat-ShareActionProvider ,3261,19,0,0,0
android, android-testdpc ,3261,844,53,"0,016252683226004","0,062796208530806"
android, android-PictureInPicture ,3261,6,0,0,0
android, android-ActivitySceneTransitionBasic ,3261,25,0,0,0
android, android-Camera2Video ,3261,29,2,"0,000613308800981","0,068965517241379"
android, android-Notifications ,3261,12,0,0,0
android, android-BasicAccessibility ,3261,25,0,0,0
android, android-XYZTouristAttractions ,3261,24,0,0,0
android, android-WearVerifyRemoteApp ,3261,13,0,0,0
android, android-WearSpeakerSample ,3261,15,0,0,0
android, android-WearHighBandwidthNetworking ,3261,9,0,0,0
android, android-WearDrawers ,3261,12,0,0,0
android, android-WearComplicationProvidersTestSuite ,3261,7,0,0,0
android, android-WearAccessibilityApp ,3261,5,0,0,0
android, android-WatchFace ,3261,31,0,0,0
android, android-RuntimePermissionsWear ,3261,21,1,"0,000306654400491","0,047619047619048"
android, android-JumpingJack ,3261,30,0,0,0
android, android-DataLayer ,3261,33,0,0,0
android, android-AlwaysOn ,3261,22,0,0,0
android, android-MediaEffects ,3261,24,0,0,0
android, android-DirectBoot ,3261,15,2,"0,000613308800981","0,133333333333333"
android, leanback-showcase ,3261,44,7,"0,002146580803435","0,159090909090909"
android, android-MessagingService ,3261,29,0,0,0
android, androidtv-sample-inputs ,3261,215,10,"0,003066544004906","0,046511627906977"
android, leanback-homescreen-channels ,3261,11,0,0,0
android, android-play-publisher-api ,3261,13,2,"0,000613308800981","0,153846153846154"
android, androidtv-Leanback ,3261,271,7,"0,002146580803435","0,025830258302583"
android, android-BluetoothChat ,3261,25,0,0,0
android, android-MediaRecorder ,3261,39,0,0,0
android, android-fit ,3261,56,4,"0,001226617601963","0,071428571428572"
android, android-DisplayingBitmaps ,3261,25,0,0,0
android, android-testing-templates ,3261,28,1,"0,000306654400491","0,035714285714286"
android, android-ActivityInstrumentation ,3261,24,0,0,0
android, chromeos-android-draganddrop-demo ,3261,11,2,"0,000613308800981","0,181818181818182"
android, android-BasicRenderScript ,3261,23,0,0,0
android, android-TensorFlowCloudMachineLearningEngineStylizer ,3261,2,0,0,0
android, android-CustomChoiceList ,3261,24,0,0,0
android, android-WatchViewStub ,3261,27,0,0,0
android, android-Timer ,3261,27,0,0,0
android, android-TextSwitcher ,3261,24,0,0,0
android, android-TextLinkify ,3261,24,0,0,0
android, android-SynchronizedNotifications ,3261,28,0,0,0
android, android-SwipeRefreshMultipleViews ,3261,24,0,0,0
android, android-SwipeRefreshListFragment ,3261,24,0,0,0
android, android-SwipeRefreshLayoutBasic ,3261,24,0,0,0
android, android-StorageProvider ,3261,26,0,0,0
android, android-StorageClient ,3261,24,0,0,0
android, android-SlidingTabsColors ,3261,24,0,0,0
android, android-SlidingTabsBasic ,3261,26,1,"0,000306654400491","0,038461538461539"
android, android-SkeletonWearableApp ,3261,27,0,0,0
android, android-ShareActionProvider ,3261,5,0,0,0
android, android-ScreenCapture ,3261,24,1,"0,000306654400491","0,041666666666667"
android, android-ScopedDirectoryAccess ,3261,13,1,"0,000306654400491","0,076923076923077"
android, android-RuntimePermissions ,3261,16,0,0,0
android, android-RevealEffectBasic ,3261,24,0,0,0
android, android-RepeatingAlarm ,3261,24,0,0,0
android, android-RenderScriptIntrinsic ,3261,23,0,0,0
android, android-RecyclerView ,3261,25,0,0,0
android, android-RecipeAssistant ,3261,27,0,0,0
android, android-Quiz ,3261,28,0,0,0
android, android-PermissionRequest ,3261,21,0,0,0
android, android-PdfRendererBasic ,3261,25,0,0,0
android, android-NotificationChannels ,3261,5,0,0,0
android, android-NfcProvisioning ,3261,19,0,0,0
android, android-NetworkConnect ,3261,25,0,0,0
android, android-NavigationDrawer ,3261,26,1,"0,000306654400491","0,038461538461539"
android, android-MultiWindowPlayground ,3261,9,0,0,0
android, android-MidiSynth ,3261,12,0,0,0
android, android-MidiScope ,3261,12,0,0,0
android, android-MediaRouter ,3261,24,0,0,0
android, android-MediaBrowserService ,3261,26,0,0,0
android, android-LNotifications ,3261,25,0,0,0
android, android-JobScheduler ,3261,26,1,"0,000306654400491","0,038461538461539"
android, android-Interpolator ,3261,23,0,0,0
android, android-ImmersiveMode ,3261,24,0,0,0
android, android-HorizontalPaging ,3261,25,0,0,0
android, android-HdrViewfinder ,3261,24,0,0,0
android, android-GridViewPager ,3261,27,0,0,0
android, android-Geofencing ,3261,28,0,0,0
android, android-FloatingActionButtonBasic ,3261,25,0,0,0
android, android-Flashlight ,3261,27,0,0,0
android, android-FingerprintDialog ,3261,25,3,"0,000919963201472","0,12"
android, android-FindMyPhone ,3261,28,0,0,0
android, android-ElizaChat ,3261,27,0,0,0
android, android-ElevationDrag ,3261,25,1,"0,000306654400491","0,04"
android, android-ElevationBasic ,3261,25,1,"0,000306654400491","0,04"
android, android-DrawableTinting ,3261,24,0,0,0
android, android-DragAndDropAcrossApps ,3261,4,0,0,0
android, android-DownloadableFonts ,3261,5,0,0,0
android, android-DoneBar ,3261,25,0,0,0
android, android-DocumentCentricRelinquishIdentity ,3261,23,0,0,0
android, android-DocumentCentricApps ,3261,24,0,0,0
android, android-DirectShare ,3261,12,0,0,0
android, android-DirectorySelection ,3261,21,0,0,0
android, android-DeviceOwner ,3261,18,0,0,0
android, android-DelayedConfirmation ,3261,28,0,0,0
android, android-CustomTransition ,3261,24,0,0,0
android, android-CustomNotifications ,3261,24,0,0,0
android, android-ContentProviderPaging ,3261,5,0,0,0
android, android-ConfirmCredential ,3261,16,2,"0,000613308800981","0,125"
android, android-CommitContentSampleIME ,3261,7,0,0,0
android, android-CommitContentSampleApp ,3261,7,0,0,0
android, android-ClippingBasic ,3261,25,1,"0,000306654400491","0,04"
android, android-CardView ,3261,26,0,0,0
android, android-CardReader ,3261,24,0,0,0
android, android-CardEmulation ,3261,24,0,0,0
android, android-BorderlessButtons ,3261,24,0,0,0
android, android-BluetoothAdvertisements ,3261,17,0,0,0
android, android-BeamLargeFiles ,3261,18,0,0,0
android, android-BatchStepSensor ,3261,25,0,0,0
android, android-BasicTransition ,3261,24,0,0,0
android, android-BasicSyncAdapter ,3261,26,1,"0,000306654400491","0,038461538461539"
android, android-BasicNotifications ,3261,24,0,0,0
android, android-BasicNetworking ,3261,24,0,0,0
android, android-BasicMultitouch ,3261,24,0,0,0
android, android-BasicMediaRouter ,3261,24,0,0,0
android, android-BasicMediaDecoder ,3261,25,0,0,0
android, android-BasicManagedProfile ,3261,25,1,"0,000306654400491","0,04"
android, android-BasicImmersiveMode ,3261,24,0,0,0
android, android-BasicGestureDetect ,3261,24,0,0,0
android, android-BasicContactables ,3261,26,0,0,0
android, android-BasicAndroidKeyStore ,3261,25,0,0,0
android, android-AutoBackupForApps ,3261,14,0,0,0
android, android-AsymmetricFingerprintDialog ,3261,20,2,"0,000613308800981","0,1"
android, android-AppShortcuts ,3261,7,0,0,0
android, android-AppRestrictionSchema ,3261,26,0,0,0
android, android-AppRestrictions ,3261,25,0,0,0
android, android-AppRestrictionEnforcer ,3261,25,0,0,0
android, android-AdvancedImmersiveMode ,3261,24,0,0,0
android, android-ActiveNotifications ,3261,17,0,0,0
android, android-ActionBarCompat-Styled ,3261,24,0,0,0
android, android-ActionBarCompat-ListPopupMenu ,3261,25,0,0,0
android, android-ActionBarCompat-Basic ,3261,25,0,0,0
android, android-key-attestation ,3261,3,0,0,0
android, android-play-places ,3261,24,0,0,0
android, android-AccelerometerPlay ,3261,1,0,0,0
android, android-play-awareness ,3261,3,1,"0,000306654400491","0,333333333333333"
android, leanback-assistant ,3261,6,0,0,0
android, android-play-safetynet ,3261,20,0,0,0
android, account-transfer-api ,3261,2,1,"0,000306654400491","0,5"
android, android-SimpleMediaPlayer ,3261,3,0,0,0
android, android-fido ,3261,13,0,0,0
android, android-WearStandaloneGoogleSignIn ,3261,3,0,0,0
android, android-WearOAuth ,3261,3,0,0,0
android, android-unsplash ,3261,34,4,"0,001226617601963","0,117647058823529"
android, android-codelab-watchface ,3261,1,1,"0,000306654400491",1
android, android-OurStreets ,3261,7,1,"0,000306654400491","0,142857142857143"
android, android-WearCompanionLibrary ,3261,11,0,0,0
android, android-gcmnetworkmanager ,3261,7,0,0,0
android, identity-toolkit-android ,3261,29,0,0,0
android, android-WclDemoSample ,3261,2,0,0,0
android, attendee-checkin ,3261,2,2,"0,000613308800981",1
android, android-play-games-in-motion ,3261,6,0,0,0
android, androidtv-daydream ,3261,3,0,0,0
android, androidtv-VisualGameController ,3261,2,1,"0,000306654400491","0,5"
android, androidtv-GameController ,3261,8,1,"0,000306654400491","0,125"
android, android-google-accounts ,3261,11,1,"0,000306654400491","0,090909090909091"
spring, tut-rest ,717,66,5,,
spring, gs-vault-config ,717,100,5,,
spring, gs-spring-boot ,717,174,10,,
spring, gs-rest-service ,717,326,12,,
spring, gs-spring-boot-docker ,717,121,5,,
spring, gs-scheduling-tasks ,717,206,11,,
spring, gs-maven ,717,131,9,,
spring, gs-crud-with-vaadin ,717,77,5,,
spring, gs-uploading-files ,717,202,15,,
spring, gs-testing-web ,717,44,5,,
spring, gs-serving-web-content ,717,164,8,,
spring, gs-service-registration-and-discovery ,717,193,10,,
spring, gs-securing-web ,717,219,16,,
spring, gs-rest-service-cors ,717,118,10,,
spring, gs-relational-data-access ,717,184,10,,
spring, gs-producing-web-service ,717,116,7,,
spring, gs-multi-module ,717,34,4,,
spring, gs-messaging-stomp-websocket ,717,128,12,,
spring, gs-messaging-rabbitmq ,717,177,9,,
spring, gs-messaging-jms ,717,185,10,,
spring, gs-gradle ,717,134,11,,
spring, gs-consuming-web-service ,717,109,4,,
spring, gs-consuming-rest ,717,194,12,,
spring, gs-client-side-load-balancing ,717,110,5,,
spring, gs-centralized-configuration ,717,205,11,,
spring, gs-authenticating-ldap ,717,196,14,,
spring, gs-accessing-mongodb-data-rest ,717,91,6,,
spring, gs-accessing-data-rest ,717,98,4,,
spring, gs-accessing-data-mysql ,717,109,5,,
spring, gs-accessing-data-jpa ,717,188,14,,
spring, getting-started-guides ,717,95,5,,
spring, gs-accessing-data-gemfire ,717,193,10,,
spring, gs-validating-form-input ,717,188,10,,
spring, gs-testing-restdocs ,717,19,3,,
spring, gs-spring-boot-for-azure ,717,100,5,,
spring, gs-rest-hateoas ,717,187,12,,
spring, gs-reactive-rest-service ,717,117,7,,
spring, gs-messaging-redis ,717,182,8,,
spring, gs-messaging-gcp-pubsub ,717,107,4,,
spring, gs-managing-transactions ,717,158,9,,
spring, gs-integration ,717,175,11,,
spring, gs-handling-form-submission ,717,146,7,,
spring, gs-gateway ,717,106,4,,
spring, gs-contract-rest ,717,114,6,,
spring, gs-circuit-breaker ,717,110,5,,
spring, gs-caching-gemfire ,717,175,9,,
spring, gs-caching ,717,97,6,,
spring, gs-batch-processing ,717,192,11,,
spring, gs-async-method ,717,158,8,,
spring, gs-actuator-service ,717,194,14,,
spring, gs-accessing-vault ,717,100,5,,
spring, gs-accessing-neo4j-data-rest ,717,111,6,,
spring, gs-accessing-gemfire-data-rest ,717,101,6,,
spring, gs-accessing-data-neo4j ,717,198,12,,
spring, gs-accessing-data-mongodb ,717,179,10,,
spring, tut-spring-boot-oauth2 ,717,83,2,,
spring, quoters ,717,6,2,,
