framework,samples,framework contributors,sample contributors,common contributors,common/framework,common/sample
android,android-AutofillFramework,30,1,0,0,0
android,android-play-location,30,12,0,0,0
android,google-services,30,30,0,0,0
android,easypermissions,30,20,0,0,0
android,android-testing,30,27,0,0,0
android,android-Camera2Basic,30,3,0,0,0
android,android-credentials,30,6,0,0,0
android,android-EmojiCompat,30,1,0,0,0
android,android-instant-apps,30,6,0,0,0
android,android-nearby,30,12,0,0,0
android,android-AppUsageStatistics,30,1,0,0,0
android,android-custom-lint-rules,30,8,0,0,0
android,android-play-billing,30,15,0,0,0
android,android-vision,30,15,0,0,0
android,android-ads,30,8,0,0,0
android,android-SpeedTracker,30,3,0,0,0
android,android-BluetoothLeGatt,30,2,0,0,0
android,android-Camera2Raw,30,1,0,0,0
android,android-WifiRttScan,30,1,0,0,0
android,android-ActionBarCompat-ShareActionProvider,30,1,0,0,0
android,android-testdpc,30,17,1,"0,033333333333333","0,058823529411765"
android,android-PictureInPicture,30,1,0,0,0
android,android-ActivitySceneTransitionBasic,30,1,0,0,0
android,android-Camera2Video,30,3,0,0,0
android,android-Notifications,30,2,0,0,0
android,android-BasicAccessibility,30,2,0,0,0
android,android-XYZTouristAttractions,30,1,0,0,0
android,android-WearVerifyRemoteApp,30,1,0,0,0
android,android-WearSpeakerSample,30,1,0,0,0
android,android-WearHighBandwidthNetworking,30,1,0,0,0
android,android-WearDrawers,30,1,0,0,0
android,android-WearComplicationProvidersTestSuite,30,1,0,0,0
android,android-WearAccessibilityApp,30,1,0,0,0
android,android-WatchFace,30,1,0,0,0
android,android-RuntimePermissionsWear,30,2,0,0,0
android,android-JumpingJack,30,1,0,0,0
android,android-DataLayer,30,1,0,0,0
android,android-AlwaysOn,30,1,0,0,0
android,android-MediaEffects,30,1,0,0,0
android,android-DirectBoot,30,2,0,0,0
android,leanback-showcase,30,10,0,0,0
android,android-MessagingService,30,3,0,0,0
android,androidtv-sample-inputs,30,7,0,0,0
android,leanback-homescreen-channels,30,2,0,0,0
android,android-play-publisher-api,30,6,0,0,0
android,androidtv-Leanback,30,20,0,0,0
android,android-BluetoothChat,30,1,0,0,0
android,android-MediaRecorder,30,6,0,0,0
android,android-fit,30,5,0,0,0
android,android-DisplayingBitmaps,30,1,0,0,0
android,android-testing-templates,30,5,0,0,0
android,android-ActivityInstrumentation,30,1,0,0,0
android,chromeos-android-draganddrop-demo,30,0,0,0,#DIV/0!
android,android-BasicRenderScript,30,1,0,0,0
android,android-TensorFlowCloudMachineLearningEngineStylizer,30,1,0,0,0
android,android-CustomChoiceList,30,1,0,0,0
android,android-WatchViewStub,30,1,0,0,0
android,android-Timer,30,1,0,0,0
android,android-TextSwitcher,30,1,0,0,0
android,android-TextLinkify,30,1,0,0,0
android,android-SynchronizedNotifications,30,1,0,0,0
android,android-SwipeRefreshMultipleViews,30,1,0,0,0
android,android-SwipeRefreshListFragment,30,1,0,0,0
android,android-SwipeRefreshLayoutBasic,30,1,0,0,0
android,android-StorageProvider,30,1,0,0,0
android,android-StorageClient,30,1,0,0,0
android,android-SlidingTabsColors,30,1,0,0,0
android,android-SlidingTabsBasic,30,3,0,0,0
android,android-SkeletonWearableApp,30,1,0,0,0
android,android-ShareActionProvider,30,1,0,0,0
android,android-ScreenCapture,30,3,0,0,0
android,android-ScopedDirectoryAccess,30,2,0,0,0
android,android-RuntimePermissions,30,1,0,0,0
android,android-RevealEffectBasic,30,1,0,0,0
android,android-RepeatingAlarm,30,1,0,0,0
android,android-RenderScriptIntrinsic,30,1,0,0,0
android,android-RecyclerView,30,1,0,0,0
android,android-RecipeAssistant,30,1,0,0,0
android,android-Quiz,30,1,0,0,0
android,android-PermissionRequest,30,1,0,0,0
android,android-PdfRendererBasic,30,1,0,0,0
android,android-NotificationChannels,30,1,0,0,0
android,android-NfcProvisioning,30,1,0,0,0
android,android-NetworkConnect,30,1,0,0,0
android,android-NavigationDrawer,30,2,0,0,0
android,android-MultiWindowPlayground,30,1,0,0,0
android,android-MidiSynth,30,1,0,0,0
android,android-MidiScope,30,1,0,0,0
android,android-MediaRouter,30,1,0,0,0
android,android-MediaBrowserService,30,1,0,0,0
android,android-LNotifications,30,1,0,0,0
android,android-JobScheduler,30,2,0,0,0
android,android-Interpolator,30,1,0,0,0
android,android-ImmersiveMode,30,1,0,0,0
android,android-HorizontalPaging,30,1,0,0,0
android,android-HdrViewfinder,30,1,0,0,0
android,android-GridViewPager,30,1,0,0,0
android,android-Geofencing,30,1,0,0,0
android,android-FloatingActionButtonBasic,30,1,0,0,0
android,android-Flashlight,30,1,0,0,0
android,android-FingerprintDialog,30,3,0,0,0
android,android-FindMyPhone,30,1,0,0,0
android,android-ElizaChat,30,1,0,0,0
android,android-ElevationDrag,30,2,0,0,0
android,android-ElevationBasic,30,2,0,0,0
android,android-DrawableTinting,30,1,0,0,0
android,android-DragAndDropAcrossApps,30,1,0,0,0
android,android-DownloadableFonts,30,2,0,0,0
android,android-DoneBar,30,1,0,0,0
android,android-DocumentCentricRelinquishIdentity,30,1,0,0,0
android,android-DocumentCentricApps,30,1,0,0,0
android,android-DirectShare,30,1,0,0,0
android,android-DirectorySelection,30,1,0,0,0
android,android-DeviceOwner,30,1,0,0,0
android,android-DelayedConfirmation,30,1,0,0,0
android,android-CustomTransition,30,1,0,0,0
android,android-CustomNotifications,30,1,0,0,0
android,android-ContentProviderPaging,30,1,0,0,0
android,android-ConfirmCredential,30,2,0,0,0
android,android-CommitContentSampleIME,30,1,0,0,0
android,android-CommitContentSampleApp,30,1,0,0,0
android,android-ClippingBasic,30,2,0,0,0
android,android-CardView,30,1,0,0,0
android,android-CardReader,30,1,0,0,0
android,android-CardEmulation,30,1,0,0,0
android,android-BorderlessButtons,30,1,0,0,0
android,android-BluetoothAdvertisements,30,1,0,0,0
android,android-BeamLargeFiles,30,1,0,0,0
android,android-BatchStepSensor,30,1,0,0,0
android,android-BasicTransition,30,1,0,0,0
android,android-BasicSyncAdapter,30,3,0,0,0
android,android-BasicNotifications,30,1,0,0,0
android,android-BasicNetworking,30,1,0,0,0
android,android-BasicMultitouch,30,1,0,0,0
android,android-BasicMediaRouter,30,1,0,0,0
android,android-BasicMediaDecoder,30,2,0,0,0
android,android-BasicManagedProfile,30,2,0,0,0
android,android-BasicImmersiveMode,30,1,0,0,0
android,android-BasicGestureDetect,30,1,0,0,0
android,android-BasicContactables,30,1,0,0,0
android,android-BasicAndroidKeyStore,30,1,0,0,0
android,android-AutoBackupForApps,30,1,0,0,0
android,android-AsymmetricFingerprintDialog,30,2,0,0,0
android,android-AppShortcuts,30,1,0,0,0
android,android-AppRestrictionSchema,30,1,0,0,0
android,android-AppRestrictions,30,1,0,0,0
android,android-AppRestrictionEnforcer,30,1,0,0,0
android,android-AdvancedImmersiveMode,30,1,0,0,0
android,android-ActiveNotifications,30,1,0,0,0
android,android-ActionBarCompat-Styled,30,1,0,0,0
android,android-ActionBarCompat-ListPopupMenu,30,1,0,0,0
android,android-ActionBarCompat-Basic,30,1,0,0,0
android,android-key-attestation,30,1,0,0,0
android,android-play-places,30,4,0,0,0
android,android-AccelerometerPlay,30,1,0,0,0
android,android-play-awareness,30,1,0,0,0
android,leanback-assistant,30,1,0,0,0
android,android-play-safetynet,30,4,0,0,0
android,account-transfer-api,30,0,0,0,#DIV/0!
android,android-SimpleMediaPlayer,30,1,0,0,0
android,android-fido,30,5,0,0,0
android,android-WearStandaloneGoogleSignIn,30,0,0,0,#DIV/0!
android,android-WearOAuth,30,0,0,0,#DIV/0!
android,android-unsplash,30,4,0,0,0
android,android-codelab-watchface,30,1,0,0,0
android,android-OurStreets,30,1,0,0,0
android,android-WearCompanionLibrary,30,4,0,0,0
android,android-gcmnetworkmanager,30,2,0,0,0
android,identity-toolkit-android,30,5,0,0,0
android,android-WclDemoSample,30,2,0,0,0
android,attendee-checkin,30,1,0,0,0
android,android-play-games-in-motion,30,1,0,0,0
android,androidtv-daydream,30,2,0,0,0
android,androidtv-VisualGameController,30,2,0,0,0
android,androidtv-GameController,30,1,0,0,0
android,android-google-accounts,30,3,0,0,0
spring,tut-rest,30,10,2,"6,67",20
spring,gs-vault-config,30,8,4,"13,33",50
spring,gs-spring-boot,30,15,4,"13,33","26,67"
spring,gs-rest-service,30,15,4,"13,33","26,67"
spring,gs-spring-boot-docker,30,14,3,10,"21,43"
spring,gs-scheduling-tasks,30,10,5,"16,67",50
spring,gs-maven,30,15,3,10,20
spring,gs-crud-with-vaadin,30,12,4,"13,33","33,33"
spring,gs-uploading-files,30,11,4,"13,33","36,36"
spring,gs-testing-web,30,6,3,10,50
spring,gs-serving-web-content,30,10,4,"13,33",40
spring,gs-service-registration-and-discovery,30,14,5,"16,67","35,71"
spring,gs-securing-web,30,20,5,"16,67",25
spring,gs-rest-service-cors,30,9,5,"16,67","55,56"
spring,gs-relational-data-access,30,10,4,"13,33",40
spring,gs-producing-web-service,30,8,3,10,"37,5"
spring,gs-multi-module,30,5,4,"13,33",80
spring,gs-messaging-stomp-websocket,30,14,5,"16,67","35,71"
spring,gs-messaging-rabbitmq,30,12,5,"16,67","41,67"
spring,gs-messaging-jms,30,13,3,10,"23,08"
spring,gs-gradle,30,10,2,"6,67",20
spring,gs-consuming-web-service,30,8,3,10,"37,5"
spring,gs-consuming-rest,30,15,4,"13,33","26,67"
spring,gs-client-side-load-balancing,30,7,2,"6,67","28,57"
spring,gs-centralized-configuration,30,10,4,"13,33",40
spring,gs-authenticating-ldap,30,13,6,20,"46,15"
spring,gs-accessing-mongodb-data-rest,30,8,4,"13,33",50
spring,gs-accessing-data-rest,30,7,3,10,"42,86"
spring,gs-accessing-data-mysql,30,8,4,"13,33",50
spring,gs-accessing-data-jpa,30,15,6,20,40
spring,getting-started-guides,30,5,3,10,60
spring,gs-accessing-data-gemfire,30,9,4,"13,33","44,44"
spring,gs-validating-form-input,30,13,6,20,"46,15"
spring,gs-testing-restdocs,30,6,4,"13,33","66,67"
spring,gs-spring-boot-for-azure,30,6,3,10,50
spring,gs-rest-hateoas,30,12,6,20,50
spring,gs-reactive-rest-service,30,8,4,"13,33",50
spring,gs-messaging-redis,30,9,4,"13,33","44,44"
spring,gs-messaging-gcp-pubsub,30,9,2,"6,67","22,22"
spring,gs-managing-transactions,30,9,5,"16,67","55,56"
spring,gs-integration,30,11,5,"16,67","45,45"
spring,gs-handling-form-submission,30,8,3,10,"37,5"
spring,gs-gateway,30,5,2,"6,67",40
spring,gs-contract-rest,30,6,2,"6,67","33,33"
spring,gs-circuit-breaker,30,8,4,"13,33",50
spring,gs-caching-gemfire,30,11,4,"13,33","36,36"
spring,gs-caching,30,6,3,10,50
spring,gs-batch-processing,30,10,3,10,30
spring,gs-async-method,30,12,5,"16,67","41,67"
spring,gs-actuator-service,30,15,4,"13,33","26,67"
spring,gs-accessing-vault,30,6,4,"13,33","66,67"
spring,gs-accessing-neo4j-data-rest,30,9,4,"13,33","44,44"
spring,gs-accessing-gemfire-data-rest,30,6,4,"13,33","66,67"
spring,gs-accessing-data-neo4j,30,14,5,"16,67","35,71"
spring,gs-accessing-data-mongodb,30,11,5,"16,67","45,45"
spring,tut-spring-boot-oauth2,30,16,3,10,"18,75"
spring,quoters,30,1,1,"3,33",100
