ecosystem,group,nameProject,forks,diskUsage_KB,stargazers,watchers,issues,commits,pullRequests,updatedAt,numberofFilesJava,CountDeclFunction,CountDeclInstanceMethod,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,RelativeMethodPublic,RelativeLineCode,CyclomaticPerMethod,RelativeLineComment,Commit,Contributor,Lifetime,LifetimePerCommit,LifetimePerCont,BC,relativeBC,NBC,relativeNBC,total
Android,BOTTOM,android-WearDrawers,24,1253,28,12,0,12,0,2018-11-05T16:33:50Z,2,23.0,23.0,23.0,0.0,1.0,1.0,21.0,355.0,74.0,231.0,111.0,112.0,56.0,59.0,29.0,26.0,29.0,0.91,0.65,1.13,0.16,12,1,901,75.0,901.0,0,0.0,36,100.0,36
Android,BOTTOM,android-ContentProviderPaging,10,3149,25,10,1,5,0,2018-11-06T08:52:59Z,6,30.0,28.0,30.0,5.0,5.0,1.0,19.0,648.0,95.0,394.0,193.0,198.0,160.0,169.0,55.0,54.0,55.0,0.63,0.61,1.8,0.25,5,1,594,118.0,594.0,0,0.0,0,0.0,0
Android,BOTTOM,android-RecipeAssistant,31,3306,25,18,0,27,0,2018-10-22T03:20:37Z,14,88.0,64.0,88.0,2.0,9.0,6.0,71.0,1421.0,175.0,789.0,353.0,391.0,457.0,551.0,135.0,130.0,135.0,0.81,0.56,1.48,0.32,27,1,1474,54.0,1474.0,0,0.0,0,0.0,0
Android,BOTTOM,androidtv-GameController,25,790,24,23,0,8,0,2018-02-12T13:54:38Z,12,173.0,149.0,173.0,0.0,31.0,11.0,131.0,3590.0,414.0,1922.0,659.0,1252.0,1261.0,739.0,331.0,326.0,350.0,0.76,0.54,1.88,0.35,8,2,1634,204.0,817.0,248,36.0,440,64.0,688
Android,BOTTOM,android-CommitContentSampleApp,14,217,22,14,3,7,1,2018-10-15T10:08:59Z,1,8.0,7.0,8.0,0.0,4.0,0.0,4.0,250.0,31.0,165.0,55.0,100.0,56.0,34.0,22.0,22.0,23.0,0.5,0.66,2.75,0.22,7,1,747,106.0,747.0,0,0.0,0,0.0,0
Android,BOTTOM,android-key-attestation,10,67,21,14,0,3,2,2018-11-12T07:21:37Z,1,8.0,0.0,8.0,1.0,5.0,0.0,2.0,514.0,42.0,336.0,116.0,251.0,140.0,42.0,32.0,31.0,36.0,0.25,0.65,3.88,0.27,3,1,690,230.0,690.0,0,0.0,0,0.0,0
Android,BOTTOM,android-AlwaysOn,25,222,20,11,1,22,0,2018-11-01T20:39:41Z,1,12.0,12.0,12.0,1.0,2.0,0.0,9.0,395.0,67.0,198.0,77.0,117.0,130.0,66.0,20.0,20.0,20.0,0.75,0.5,1.67,0.33,22,1,1264,57.0,1264.0,110,83.3,22,16.7,132
Android,BOTTOM,android-BasicImmersiveMode,17,467,18,17,1,24,0,2018-11-14T04:04:01Z,10,60.0,42.0,60.0,0.0,1.0,4.0,55.0,1010.0,125.0,422.0,175.0,205.0,463.0,468.0,78.0,73.0,78.0,0.92,0.42,1.22,0.46,24,1,1525,63.0,1525.0,0,0.0,0,0.0,0
Android,BOTTOM,android-WearComplicationProvidersTestSuite,13,1175,18,8,0,7,0,2018-07-28T04:57:50Z,8,10.0,8.0,10.0,2.0,0.0,0.0,8.0,690.0,53.0,465.0,157.0,327.0,173.0,339.0,37.0,22.0,37.0,0.8,0.67,2.2,0.25,7,1,537,76.0,537.0,0,0.0,0,0.0,0
Android,BOTTOM,androidtv-daydream,12,222,18,9,0,3,0,2018-03-12T09:02:35Z,13,47.0,47.0,47.0,0.0,4.0,1.0,42.0,843.0,144.0,470.0,249.0,225.0,232.0,606.0,63.0,63.0,64.0,0.89,0.56,1.34,0.28,3,3,1265,421.0,421.0,0,0.0,0,0.0,0
Android,BOTTOM,android-AppRestrictions,20,297,15,18,1,25,0,2018-11-06T09:06:40Z,4,14.0,11.0,14.0,0.0,2.0,2.0,10.0,537.0,67.0,310.0,125.0,185.0,160.0,145.0,44.0,44.0,46.0,0.71,0.58,3.14,0.3,25,1,1525,61.0,1525.0,0,0.0,0,0.0,0
Android,BOTTOM,android-ShareActionProvider,10,1559,13,10,2,5,0,2018-09-12T07:14:42Z,4,25.0,24.0,25.0,1.0,1.0,2.0,21.0,468.0,75.0,228.0,102.0,108.0,166.0,187.0,35.0,33.0,35.0,0.84,0.49,1.32,0.35,5,1,634,126.0,634.0,0,0.0,0,0.0,0
Android,BOTTOM,android-WclDemoSample,15,875,13,11,1,2,0,2018-06-27T15:56:10Z,14,112.0,106.0,112.0,1.0,24.0,19.0,68.0,2089.0,240.0,1423.0,557.0,794.0,433.0,535.0,211.0,179.0,216.0,0.61,0.68,1.6,0.21,2,2,1098,549.0,549.0,0,0.0,0,0.0,0
Android,BOTTOM,android-WearHighBandwidthNetworking,18,262,13,10,0,9,0,2018-11-07T22:35:03Z,1,18.0,18.0,18.0,1.0,6.0,1.0,10.0,347.0,60.0,234.0,66.0,157.0,53.0,23.0,34.0,29.0,34.0,0.56,0.67,1.61,0.15,9,1,692,76.0,692.0,0,0.0,0,0.0,0
Android,BOTTOM,android-WearStandaloneGoogleSignIn,11,90,13,19,2,3,0,2018-06-14T08:31:27Z,2,22.0,22.0,22.0,0.0,3.0,6.0,13.0,298.0,34.0,200.0,76.0,99.0,64.0,99.0,33.0,33.0,38.0,0.59,0.67,1.5,0.21,3,1,693,231.0,693.0,0,0.0,0,0.0,0
Android,BOTTOM,account-transfer-api,10,96,12,11,0,2,0,2018-10-15T10:37:34Z,7,31.0,28.0,31.0,2.0,7.0,3.0,19.0,616.0,69.0,421.0,215.0,215.0,126.0,177.0,51.0,49.0,51.0,0.61,0.68,1.58,0.2,2,1,452,226.0,452.0,0,0.0,4,100.0,4
Android,BOTTOM,android-RuntimePermissionsWear,18,288,12,9,1,21,0,2018-07-28T04:57:39Z,8,66.0,66.0,66.0,0.0,20.0,12.0,34.0,1556.0,288.0,956.0,347.0,578.0,312.0,222.0,142.0,142.0,146.0,0.52,0.61,2.15,0.2,21,3,1084,51.0,361.0,168,88.9,21,11.1,189
Android,BOTTOM,android-DocumentCentricRelinquishIdentity,11,134,10,14,0,23,0,2018-08-02T12:09:54Z,2,5.0,5.0,5.0,0.0,2.0,2.0,1.0,110.0,13.0,43.0,26.0,16.0,54.0,51.0,5.0,5.0,5.0,0.2,0.39,1.0,0.49,23,1,1480,64.0,1480.0,0,0.0,0,0.0,0
Android,BOTTOM,android-WifiRttScan,5,2180,10,18,1,1,0,2018-10-24T23:03:17Z,4,35.0,35.0,35.0,1.0,10.0,5.0,19.0,760.0,154.0,477.0,192.0,244.0,129.0,130.0,61.0,61.0,62.0,0.54,0.63,1.74,0.17,1,1,70,70.0,70.0,0,0.0,0,0.0,0
Android,BOTTOM,leanback-homescreen-channels,11,7367,9,11,0,11,0,2018-09-03T05:49:33Z,22,221.0,189.0,221.0,62.0,32.0,16.0,111.0,3388.0,391.0,2438.0,1037.0,1325.0,602.0,719.0,373.0,365.0,389.0,0.5,0.72,1.65,0.18,10,2,413,41.0,206.0,0,0.0,10,100.0,10
Android,BOTTOM,android-DelayedConfirmation,16,391,8,15,3,28,0,2018-07-09T14:08:24Z,3,30.0,30.0,30.0,0.0,6.0,4.0,20.0,391.0,47.0,278.0,107.0,140.0,66.0,57.0,46.0,46.0,46.0,0.67,0.71,1.53,0.17,28,1,1474,52.0,1474.0,0,0.0,56,100.0,56
Android,BOTTOM,android-TensorFlowCloudMachineLearningEngineStylizer,5,4115,6,11,0,2,0,2018-09-22T17:31:14Z,7,75.0,71.0,74.0,1.0,13.0,8.0,52.0,1548.0,218.0,929.0,355.0,545.0,402.0,371.0,136.0,132.0,145.0,0.7,0.6,1.78,0.26,2,2,440,220.0,220.0,0,0.0,0,0.0,0
Android,BOTTOM,android-WearOAuth,9,88,6,21,2,3,0,2018-09-13T00:16:41Z,1,14.0,14.0,14.0,0.0,6.0,1.0,7.0,246.0,30.0,171.0,69.0,97.0,49.0,29.0,24.0,24.0,24.0,0.5,0.7,1.71,0.2,3,2,696,232.0,348.0,0,0.0,0,0.0,0
Android,BOTTOM,chromeos-android-draganddrop-demo,2,153,3,9,0,11,0,2018-07-22T04:38:58Z,3,6.0,6.0,6.0,0.0,0.0,1.0,5.0,267.0,58.0,150.0,73.0,86.0,60.0,112.0,18.0,13.0,19.0,0.83,0.56,2.17,0.22,11,2,317,28.0,158.0,11,100.0,0,0.0,11
Android,BOTTOM,android-WearAccessibilityApp,5,785,2,15,2,5,0,2018-07-28T04:57:48Z,32,144.0,139.0,144.0,2.0,8.0,23.0,111.0,2915.0,426.0,1730.0,756.0,881.0,778.0,1554.0,181.0,177.0,182.0,0.77,0.59,1.23,0.27,5,1,322,64.0,322.0,0,0.0,0,0.0,0
Spring,TOP,gs-rest-service,1262,908,672,97,47,325,39,2018-11-14T22:21:00Z,4,7.0,6.0,7.0,0.0,0.0,0.0,7.0,105.0,21.0,69.0,46.0,14.0,15.0,50.0,7.0,7.0,7.0,1.0,0.66,1.0,0.14,298,17,2033,6.0,119.0,298,14.3,1788,85.7,2086
Spring,TOP,tut-spring-boot-oauth2,404,169,466,53,66,76,26,2018-11-19T11:05:03Z,16,57.0,45.0,54.0,0.0,5.0,6.0,43.0,970.0,122.0,578.0,403.0,128.0,276.0,429.0,58.0,58.0,58.0,0.8,0.6,1.07,0.28,76,12,1087,14.0,90.0,456,37.5,760,62.5,1216
Spring,TOP,gs-spring-boot,635,477,351,55,27,174,29,2018-11-14T20:21:18Z,6,9.0,6.0,8.0,0.0,0.0,0.0,8.0,157.0,38.0,119.0,85.0,23.0,1.0,3.0,11.0,11.0,11.0,1.0,0.76,1.38,0.01,169,14,1924,11.0,137.0,0,0.0,169,100.0,169
Spring,TOP,gs-spring-boot-docker,480,435,305,48,35,119,27,2018-11-14T06:48:21Z,3,4.0,2.0,4.0,0.0,0.0,0.0,4.0,83.0,15.0,53.0,42.0,6.0,16.0,57.0,4.0,4.0,4.0,1.0,0.64,1.0,0.19,117,15,1315,11.0,87.0,0,0.0,0,0.0,0
Spring,TOP,tut-rest,163,350,222,34,47,63,18,2018-11-11T04:59:01Z,37,82.0,58.0,62.0,49.0,0.0,0.0,13.0,977.0,230.0,711.0,431.0,210.0,36.0,64.0,87.0,87.0,87.0,0.21,0.73,1.4,0.04,61,9,1636,26.0,181.0,0,0.0,183,100.0,183
Spring,TOP,gs-messaging-stomp-websocket,240,5742,203,38,27,128,20,2018-11-09T08:11:00Z,6,20.0,19.0,20.0,0.0,0.0,0.0,20.0,225.0,51.0,174.0,96.0,52.0,2.0,8.0,24.0,24.0,24.0,1.0,0.77,1.2,0.01,123,14,1911,15.0,136.0,738,42.9,984,57.1,1722
Spring,TOP,gs-uploading-files,239,466,196,31,34,201,18,2018-11-18T06:28:15Z,16,61.0,54.0,56.0,13.0,0.0,0.0,43.0,645.0,137.0,482.0,278.0,142.0,29.0,108.0,62.0,62.0,64.0,0.77,0.75,1.11,0.04,194,13,2022,10.0,155.0,1746,47.4,1940,52.6,3686
Spring,TOP,getting-started-guides,93,381,141,39,54,95,21,2018-11-19T15:19:09Z,3,3.0,2.0,3.0,0.0,0.0,0.0,3.0,72.0,12.0,45.0,35.0,4.0,15.0,60.0,3.0,3.0,3.0,1.0,0.63,1.0,0.21,95,5,1834,19.0,366.0,0,0.0,0,0.0,0
Spring,TOP,gs-serving-web-content,289,367,140,40,12,164,14,2018-11-19T15:00:41Z,5,5.0,4.0,5.0,0.0,0.0,0.0,5.0,86.0,17.0,53.0,36.0,9.0,16.0,52.0,5.0,5.0,5.0,1.0,0.62,1.0,0.19,159,9,1938,12.0,215.0,0,0.0,0,0.0,0
Spring,TOP,gs-securing-web,199,667,112,33,19,217,18,2018-11-13T08:10:40Z,6,11.0,9.0,11.0,0.0,0.0,1.0,10.0,169.0,30.0,139.0,83.0,44.0,0.0,0.0,11.0,11.0,11.0,0.91,0.82,1.0,0.0,201,14,1996,9.0,142.0,2613,65.0,1407,35.0,4020
Spring,TOP,gs-accessing-data-jpa,162,385,95,36,12,186,21,2018-11-04T16:42:16Z,4,13.0,9.0,10.0,1.0,0.0,1.0,8.0,164.0,34.0,106.0,57.0,39.0,24.0,84.0,13.0,13.0,13.0,0.8,0.65,1.3,0.15,177,14,1944,10.0,138.0,1239,50.0,1239,50.0,2478
Spring,TOP,gs-maven,281,141,86,38,10,131,15,2018-11-16T05:21:05Z,5,5.0,3.0,5.0,0.0,0.0,0.0,5.0,51.0,11.0,40.0,24.0,10.0,0.0,0.0,5.0,5.0,5.0,1.0,0.78,1.0,0.0,124,12,2026,16.0,168.0,0,0.0,0,0.0,0
Spring,TOP,gs-messaging-rabbitmq,105,416,82,31,8,177,9,2018-11-07T02:24:25Z,5,12.0,10.0,12.0,5.0,0.0,0.0,7.0,162.0,36.0,111.0,75.0,24.0,15.0,62.0,12.0,12.0,12.0,0.58,0.69,1.0,0.09,175,11,2014,11.0,183.0,525,42.9,700,57.1,1225
Spring,TOP,gs-gradle,199,340,77,33,9,133,15,2018-11-10T00:05:15Z,5,8.0,6.0,8.0,0.0,1.0,0.0,7.0,75.0,17.0,58.0,34.0,16.0,0.0,0.0,8.0,8.0,8.0,0.88,0.77,1.0,0.0,126,11,2026,16.0,184.0,0,0.0,0,0.0,0
Spring,TOP,gs-accessing-data-rest,126,373,73,26,13,97,6,2018-11-11T11:50:07Z,4,14.0,13.0,14.0,1.0,0.0,0.0,13.0,201.0,48.0,138.0,80.0,53.0,15.0,16.0,13.0,13.0,13.0,0.93,0.69,0.93,0.07,96,6,1715,17.0,285.0,288,75.0,96,25.0,384
Spring,TOP,gs-multi-module,47,203,71,28,8,34,3,2018-11-11T13:56:00Z,5,9.0,8.0,9.0,0.0,0.0,0.0,9.0,119.0,30.0,86.0,62.0,9.0,3.0,25.0,9.0,9.0,9.0,1.0,0.72,1.0,0.03,34,4,649,19.0,162.0,34,50.0,34,50.0,68
Spring,TOP,gs-batch-processing,165,448,70,29,12,192,15,2018-11-11T10:43:53Z,5,18.0,15.0,16.0,0.0,0.0,0.0,16.0,195.0,39.0,152.0,85.0,50.0,4.0,6.0,19.0,19.0,19.0,1.0,0.78,1.19,0.02,182,11,1999,10.0,181.0,3458,55.9,2730,44.1,6188
Spring,TOP,gs-consuming-rest,149,440,62,25,13,194,15,2018-11-05T01:47:38Z,4,17.0,15.0,16.0,0.0,0.0,0.0,16.0,148.0,31.0,102.0,60.0,25.0,16.0,87.0,17.0,17.0,17.0,1.0,0.69,1.06,0.11,183,14,2028,11.0,144.0,366,11.8,2745,88.2,3111
Spring,TOP,gs-accessing-data-mongodb,89,383,58,28,12,178,10,2018-09-17T15:49:11Z,4,11.0,10.0,11.0,0.0,0.0,0.0,11.0,164.0,47.0,99.0,57.0,32.0,18.0,47.0,11.0,11.0,11.0,1.0,0.6,1.0,0.11,169,10,1943,11.0,194.0,0,0.0,169,100.0,169
Spring,TOP,gs-producing-web-service,105,393,58,24,7,116,8,2018-09-26T15:10:24Z,5,10.0,9.0,10.0,0.0,0.0,0.0,10.0,187.0,33.0,139.0,89.0,47.0,19.0,58.0,10.0,10.0,10.0,1.0,0.74,1.0,0.1,113,8,1834,16.0,229.0,452,80.0,113,20.0,565
Spring,TOP,gs-scheduling-tasks,92,412,56,26,4,206,9,2018-11-15T19:30:21Z,3,3.0,2.0,3.0,0.0,0.0,0.0,3.0,76.0,16.0,44.0,35.0,5.0,16.0,94.0,3.0,3.0,3.0,1.0,0.58,1.0,0.21,198,11,2028,10.0,184.0,792,40.0,1188,60.0,1980
Spring,TOP,gs-consuming-web-service,83,327,54,21,28,109,6,2018-11-13T17:24:41Z,3,6.0,4.0,5.0,1.0,0.0,0.0,4.0,92.0,26.0,64.0,38.0,25.0,5.0,24.0,7.0,7.0,7.0,0.8,0.7,1.4,0.05,108,8,1721,15.0,215.0,216,66.7,108,33.3,324
Spring,TOP,gs-service-registration-and-discovery,85,463,53,21,8,192,4,2018-11-14T20:21:43Z,4,7.0,3.0,7.0,0.0,0.0,0.0,7.0,148.0,29.0,115.0,91.0,14.0,6.0,14.0,7.0,7.0,7.0,1.0,0.78,1.0,0.04,179,9,2026,11.0,225.0,179,50.0,179,50.0,358
Spring,TOP,gs-validating-form-input,79,1382,51,26,9,188,15,2018-09-17T15:52:04Z,4,14.0,13.0,14.0,0.0,0.0,0.0,14.0,169.0,36.0,118.0,75.0,34.0,15.0,27.0,15.0,15.0,15.0,1.0,0.7,1.07,0.09,185,13,2009,10.0,154.0,740,40.0,1110,60.0,1850
Spring,TOP,gs-rest-service-cors,71,497,47,22,10,118,9,2018-10-15T01:36:09Z,4,12.0,11.0,12.0,0.0,1.0,0.0,11.0,132.0,27.0,105.0,64.0,33.0,6.0,20.0,12.0,12.0,12.0,0.92,0.8,1.0,0.05,115,9,1809,15.0,201.0,230,40.0,345,60.0,575
Spring,TOP,gs-async-method,47,379,44,20,6,158,7,2018-11-13T10:26:58Z,4,11.0,10.0,11.0,0.0,0.0,0.0,11.0,139.0,36.0,97.0,60.0,31.0,7.0,27.0,11.0,11.0,11.0,1.0,0.7,1.0,0.05,154,9,1937,12.0,215.0,462,60.0,308,40.0,770
Spring,TOP,gs-crud-with-vaadin,76,238,44,21,8,73,10,2018-11-18T03:21:29Z,11,58.0,45.0,47.0,6.0,5.0,2.0,34.0,643.0,153.0,449.0,225.0,178.0,41.0,72.0,62.0,62.0,63.0,0.72,0.7,1.32,0.06,61,7,1210,19.0,172.0,183,37.5,305,62.5,488
Spring,TOP,gs-messaging-redis,51,432,44,24,4,181,7,2018-11-07T02:24:16Z,2,8.0,7.0,8.0,5.0,0.0,0.0,3.0,90.0,23.0,67.0,43.0,20.0,0.0,0.0,8.0,8.0,8.0,0.38,0.74,1.0,0.0,176,10,2014,11.0,201.0,176,50.0,176,50.0,352
Spring,BOTTOM,gs-messaging-jms,87,437,40,26,7,185,15,2018-10-28T15:58:55Z,3,11.0,10.0,11.0,0.0,0.0,0.0,11.0,103.0,24.0,75.0,46.0,19.0,5.0,13.0,11.0,11.0,11.0,1.0,0.73,1.0,0.05,177,12,2026,11.0,168.0,708,40.0,1062,60.0,1770
Spring,BOTTOM,gs-rest-hateoas,53,400,39,22,3,187,13,2018-09-17T15:51:20Z,5,6.0,5.0,6.0,0.0,0.0,0.0,6.0,147.0,30.0,87.0,68.0,12.0,31.0,138.0,6.0,6.0,6.0,1.0,0.59,1.0,0.21,180,11,1991,11.0,181.0,0,0.0,0,0.0,0
Spring,BOTTOM,gs-authenticating-ldap,68,486,38,25,14,196,13,2018-11-16T18:19:06Z,5,7.0,6.0,7.0,0.0,0.0,1.0,6.0,135.0,23.0,93.0,57.0,28.0,20.0,59.0,7.0,7.0,7.0,0.86,0.69,1.0,0.15,194,15,2021,10.0,134.0,970,55.6,776,44.4,1746
Spring,BOTTOM,gs-relational-data-access,83,398,37,25,4,184,14,2018-11-14T13:54:08Z,2,8.0,3.0,4.0,0.0,0.0,0.0,4.0,75.0,18.0,53.0,28.0,22.0,4.0,14.0,8.0,8.0,8.0,1.0,0.71,2.0,0.05,173,9,2026,11.0,225.0,173,50.0,173,50.0,346
Spring,BOTTOM,gs-accessing-mongodb-data-rest,64,270,35,25,4,91,7,2018-10-23T02:41:59Z,4,14.0,13.0,14.0,1.0,0.0,0.0,13.0,198.0,50.0,133.0,75.0,53.0,15.0,16.0,13.0,13.0,13.0,0.93,0.67,0.93,0.08,91,8,1712,18.0,214.0,0,0.0,0,0.0,0
Spring,BOTTOM,gs-accessing-data-mysql,88,296,33,21,12,108,5,2018-11-19T15:19:06Z,4,9.0,8.0,9.0,0.0,0.0,0.0,9.0,106.0,27.0,73.0,48.0,13.0,11.0,72.0,9.0,9.0,9.0,1.0,0.69,1.0,0.1,108,7,1834,16.0,262.0,0,0.0,0,0.0,0
Spring,BOTTOM,gs-actuator-service,75,405,32,25,6,194,13,2018-09-17T15:49:36Z,5,8.0,6.0,8.0,0.0,0.0,0.0,8.0,140.0,32.0,88.0,66.0,15.0,22.0,56.0,8.0,8.0,8.0,1.0,0.63,1.0,0.16,185,13,2006,10.0,154.0,0,0.0,185,100.0,185
Spring,BOTTOM,gs-testing-web,28,158,30,18,2,44,5,2018-11-18T08:28:36Z,9,10.0,9.0,10.0,0.0,0.0,0.0,10.0,205.0,44.0,159.0,125.0,15.0,3.0,13.0,10.0,10.0,10.0,1.0,0.78,1.0,0.01,43,6,801,18.0,133.0,0,0.0,0,0.0,0
Spring,BOTTOM,gs-caching,40,293,25,21,1,97,4,2018-11-14T05:42:15Z,10,24.0,22.0,24.0,2.0,2.0,0.0,20.0,217.0,56.0,159.0,84.0,45.0,2.0,11.0,24.0,24.0,24.0,0.83,0.73,1.0,0.01,95,7,1834,19.0,262.0,380,50.0,380,50.0,760
Spring,BOTTOM,gs-centralized-configuration,55,460,24,24,8,204,3,2018-11-13T18:14:34Z,4,5.0,3.0,5.0,1.0,0.0,0.0,4.0,137.0,25.0,82.0,61.0,11.0,30.0,133.0,5.0,5.0,5.0,0.8,0.6,1.0,0.22,191,10,2026,10.0,202.0,191,50.0,191,50.0,382
Spring,BOTTOM,gs-circuit-breaker,42,340,19,21,6,109,5,2018-11-13T18:14:37Z,6,15.0,13.0,15.0,0.0,0.0,0.0,15.0,205.0,43.0,162.0,119.0,26.0,4.0,12.0,15.0,15.0,15.0,1.0,0.79,1.0,0.02,102,8,1834,17.0,229.0,0,0.0,306,100.0,306
Spring,BOTTOM,gs-client-side-load-balancing,23,384,19,24,4,108,2,2018-11-13T18:14:39Z,5,16.0,14.0,16.0,1.0,1.0,0.0,14.0,256.0,51.0,187.0,134.0,44.0,24.0,63.0,16.0,16.0,16.0,0.88,0.73,1.0,0.09,104,7,1834,17.0,262.0,0,0.0,0,0.0,0
Spring,BOTTOM,gs-handling-form-submission,40,500,17,18,5,145,6,2018-11-16T16:26:48Z,7,9.0,8.0,9.0,0.0,0.0,0.0,9.0,113.0,24.0,74.0,48.0,13.0,15.0,50.0,9.0,9.0,9.0,1.0,0.65,1.0,0.13,143,7,1937,13.0,276.0,143,50.0,143,50.0,286
Spring,BOTTOM,gs-reactive-rest-service,11,343,16,17,5,116,2,2018-11-13T15:08:12Z,5,6.0,4.0,5.0,0.0,0.0,0.0,5.0,107.0,23.0,79.0,54.0,19.0,6.0,29.0,6.0,6.0,6.0,1.0,0.74,1.2,0.06,114,8,1834,16.0,229.0,228,50.0,228,50.0,456
Spring,BOTTOM,gs-managing-transactions,30,394,15,22,2,158,6,2018-09-17T15:50:42Z,3,7.0,5.0,6.0,0.0,0.0,0.0,6.0,107.0,23.0,84.0,34.0,38.0,0.0,0.0,12.0,12.0,12.0,1.0,0.79,2.0,0.0,155,9,1943,12.0,215.0,0,0.0,155,100.0,155
Spring,BOTTOM,gs-accessing-data-neo4j,26,425,13,22,11,197,14,2018-10-26T09:41:14Z,3,12.0,8.0,9.0,2.0,1.0,0.0,6.0,133.0,36.0,89.0,48.0,35.0,8.0,20.0,12.0,12.0,12.0,0.67,0.67,1.33,0.06,190,14,2013,10.0,143.0,760,50.0,760,50.0,1520
Spring,BOTTOM,gs-accessing-neo4j-data-rest,20,319,7,19,6,111,7,2018-09-17T15:49:28Z,4,14.0,13.0,14.0,1.0,0.0,0.0,13.0,207.0,50.0,142.0,84.0,53.0,15.0,15.0,13.0,13.0,13.0,0.93,0.69,0.93,0.07,107,7,1712,16.0,244.0,214,66.7,107,33.3,321
Spring,BOTTOM,gs-accessing-data-gemfire,13,387,5,22,3,193,6,2018-09-17T15:58:33Z,3,14.0,7.0,8.0,5.0,0.0,0.0,3.0,119.0,35.0,84.0,53.0,27.0,0.0,0.0,10.0,10.0,10.0,0.38,0.71,1.25,0.0,189,10,1960,10.0,196.0,1323,53.8,1134,46.2,2457
Spring,BOTTOM,gs-integration,26,424,5,22,4,174,14,2018-11-05T15:11:46Z,2,2.0,1.0,2.0,0.0,0.0,0.0,2.0,68.0,13.0,55.0,38.0,18.0,4.0,10.0,2.0,2.0,2.0,1.0,0.81,1.0,0.06,167,11,1959,11.0,178.0,0,0.0,501,100.0,501
Spring,BOTTOM,quoters,2,114,5,17,0,6,0,2018-05-25T19:28:15Z,6,12.0,8.0,9.0,3.0,1.0,0.0,5.0,243.0,40.0,113.0,59.0,41.0,90.0,346.0,12.0,12.0,12.0,0.56,0.47,1.33,0.37,6,2,1539,256.0,769.0,0,0.0,0,0.0,0
Spring,BOTTOM,gs-caching-gemfire,18,421,4,21,0,175,6,2018-09-17T15:49:52Z,4,14.0,12.0,13.0,1.0,1.0,3.0,8.0,192.0,47.0,129.0,80.0,42.0,18.0,43.0,16.0,16.0,16.0,0.62,0.67,1.23,0.09,173,10,1951,11.0,195.0,1903,78.6,519,21.4,2422
Spring,BOTTOM,gs-accessing-gemfire-data-rest,7,280,3,19,1,99,3,2018-09-17T15:49:22Z,4,11.0,10.0,11.0,1.0,0.0,0.0,10.0,206.0,50.0,141.0,95.0,45.0,15.0,16.0,10.0,10.0,10.0,0.91,0.68,0.91,0.07,98,5,1706,17.0,341.0,490,71.4,196,28.6,686
Spring,BOTTOM,gs-gateway,4,343,3,17,2,105,0,2018-11-13T18:14:45Z,3,13.0,5.0,7.0,0.0,0.0,0.0,7.0,136.0,22.0,102.0,51.0,42.0,14.0,30.0,13.0,13.0,13.0,1.0,0.75,1.86,0.1,104,5,1834,17.0,366.0,0,0.0,0,0.0,0
Spring,BOTTOM,gs-testing-restdocs,10,169,2,19,0,19,2,2018-09-17T15:51:54Z,4,4.0,3.0,4.0,0.0,0.0,0.0,4.0,78.0,18.0,60.0,47.0,5.0,0.0,0.0,4.0,4.0,4.0,1.0,0.77,1.0,0.0,19,3,601,31.0,200.0,0,0.0,0,0.0,0
Spring,BOTTOM,gs-messaging-gcp-pubsub,9,343,1,21,6,105,8,2018-09-17T15:50:45Z,2,8.0,6.0,7.0,1.0,0.0,0.0,6.0,109.0,19.0,76.0,55.0,15.0,14.0,32.0,7.0,7.0,7.0,0.86,0.7,1.0,0.13,105,8,1834,17.0,229.0,210,50.0,210,50.0,420
Spring,BOTTOM,gs-accessing-vault,3,291,0,16,0,99,3,2018-11-13T18:14:31Z,2,8.0,7.0,8.0,0.0,0.0,0.0,8.0,150.0,35.0,95.0,54.0,37.0,20.0,42.0,9.0,9.0,9.0,1.0,0.63,1.13,0.13,98,5,1834,18.0,366.0,0,0.0,98,100.0,98
Spring,BOTTOM,gs-contract-rest,4,364,0,16,4,112,1,2018-11-13T18:14:43Z,15,49.0,45.0,49.0,8.0,0.0,0.0,41.0,449.0,112.0,331.0,194.0,79.0,10.0,36.0,49.0,49.0,49.0,0.84,0.74,1.0,0.02,110,6,1834,16.0,305.0,0,0.0,0,0.0,0
Spring,BOTTOM,gs-spring-boot-for-azure,0,356,0,16,0,100,0,2018-09-17T15:51:50Z,3,3.0,2.0,3.0,0.0,0.0,0.0,3.0,72.0,12.0,45.0,35.0,4.0,15.0,60.0,3.0,3.0,3.0,1.0,0.63,1.0,0.21,100,6,1834,18.0,305.0,0,0.0,0,0.0,0
Spring,BOTTOM,gs-vault-config,3,342,0,16,1,99,3,2018-11-13T18:14:51Z,3,8.0,7.0,8.0,0.0,0.0,0.0,8.0,107.0,22.0,64.0,40.0,14.0,21.0,16.0,8.0,8.0,8.0,1.0,0.6,1.0,0.2,96,6,1834,19.0,305.0,0,0.0,192,100.0,192
